id,full_text,label,annotator
1.4e+18,"Iniciamos los trabajos de la ponencia relativa a la Conferencia sobre el Futuro de Europa 🇪🇺 en la Comisión #MixtaUE.  En el centro, la defensa de los DDHH y de sus defensor@s.  https://t.co/vY2azBz5KB  @HelenaMaleno  #Migraciones #CooperaciónParaElDesarrollo https://t.co/PvtfpjshN8",1,tiebreak_rule
1.38e+18,"🌳 #OLIVAREROS | Nueva reducción de módulos del IRPF al sector agrario, una eliminación de impuestos al campo por valor de 1.000 Millones €.  Apoyo, compromiso y sensibilidad con los agricultores en tiempos difíciles.   📲 Más en la web ⤵️  https://t.co/thqauMazv4 https://t.co/ihu85vtPKM",1,tiebreak_rule
1.35e+18,"Empieza en Arabia Saudí el Dakar 2021 y en la salida está uno de los máximos ejemplos de superación humana: el gran Isidre Esteve. Al volante de su coche adaptado, ojalá consiga buenos resultados. Hay que seguirlo. Enhorabuena a sus patrocinadores! Doce etapas por delante. https://t.co/mXkSy7KVqn",1,tiebreak_rule
1.38e+18,"He insistido en preguntarle a la ministra @sanidadgob si existe plan de vacunación de las más de 600mil personas en situación administrativa irregular  Básicamente, porque no existen para el Estado. No son. No están. No se les reconocen como sujetos de derechos  #RegularizacionYa https://t.co/BkT6mDxr0g",-1,tiebreak_rule
1.38e+18,Olé y olé. Una mujer que se atreve con todo. Bravo @monasterioR https://t.co/hiGxqUsghF,1,tiebreak_rule
1.38e+18,"@j_giner Un abrazo fuerte, Javi.",1,tiebreak_rule
1.38e+18,Es muy fácil.  .@Yolanda_Diaz_ al Partido Popular:  ‘Súmense al cambio y defiendan a su pueblo’  #SesionDeControl https://t.co/VEX8WM8aBe,-1,tiebreak_rule
1.38e+18,@alvaronieto Excelente labor Alvaro. Muchísima suerte en el futuro.,1,tiebreak_rule
1.39e+18,A la salida del acto de @vox_es en Colón . Los madrileños aclaman a @monasterioR para ganar el día 4 . Muy pronto: @Santi_ABASCAL presidente de España!! https://t.co/PFlL0TnTtF,1,tiebreak_rule
1.4e+18,Europa elige los bosques sorianos para aprender a adaptarse al cambio climático https://t.co/HGtBgNIpO7,0,tiebreak_rule
1.41e+18,"Lo peor de esta trola de la izquierda - que hasta los newtralitos han tenido que desmentir- es que no ha ido contra @VOX_Badajoz ,sino que es la enésima forma de los rojeras e indepes urbanos de tratar de ofender a todo #Badajoz y #Extremadura.   https://t.co/3el8Lohdao",-1,tiebreak_rule
1.39e+18,🌱💧🦩 Aprobada la PNL del @gpscongreso para la puesta en marcha de un Plan de Restauración de Humedales y su Entorno.   A pesar del voto en contra de VOX y la abstención del PP... 🤷‍♀️  Bonita forma de celebrar el #DiaDeLaTierra https://t.co/V8HM5PyNv7,-1,tiebreak_rule
1.4e+18,@WestJail @fareroRDM @_N_Jones Ojalá que la tuya un día se mejore. 😉,1,tiebreak_rule
1.38e+18,Los gobiernos de Sánchez y el de su empleado en Canarias han abandonado a los canarios y les han condenado a una invasión violenta que les ha robado la seguridad y la prosperidad.  Pagarán muy caro por ello cuando se atrevan a devolver a los canarios la palabra y el voto. https://t.co/Bu6WpgHjxx,-1,tiebreak_rule
1.4e+18,"Ser de @populares es un orgullo, aunque en algunos sitios de 🇪🇸 siga siendo un pecado para los separatistas.  Todo mi apoyo y cariño a @IGarcia_Calvo por lo sufrido. https://t.co/HRafqKzPFm",1,tiebreak_rule
1.41e+18,"Cree que el Gobierno ha puesto piedras en el camino de la investigación de crímenes del franquismo, lo que se conoce como Querella Argentina. «Desde el momento en que la justicia argentina aceptó el caso, el Gobierno español comenzó a dificultar la evolución de la investigación».",-1,tiebreak_rule
1.37e+18,In love ❤... y nada más... https://t.co/jifWoYXV6R,1,tiebreak_rule
1.41e+18,"Si ellos están, es que estoy en el equipo correcto @angelesferriz @MariaMarquez88 @GerardoArmilla @aramaese empieza el equipo del cambio 💪✌️❤️ https://t.co/9s4VGA01Qy",1,tiebreak_rule
1.41e+18,"""Primero el bloqueo vino del entonces fiscal general del Estado, Cándido Pumpido; después de demás gobiernos. El Ejecutivo español bloqueó videoconferencias en la embajada argentina en Madrid, con las que la jueza quería tomar declaración a algunas de las víctimas.""",-1,tiebreak_rule
1.36e+18,Pleno y al mismo tiempo sesión de invierno de la @oscepa desde el @Congreso_Es de forma telemática debatiendo sobre el mundo #COVID19 https://t.co/DyGxxrmOmd,0,tiebreak_rule
1.37e+18,El Defensor del Pueblo europeo critica que la evaluación de sostenibilidad ambiental del acuerdo UE/Mercosur no se haya completado antes de que los negociadores cerrasen el acuerdo 👉🏽 Aquí la nota completa https://t.co/NEPhlkS2c8,-1,tiebreak_rule
1.39e+18,"La representante de Podemos en la Junta Electoral cancela un acto de Leopoldo López en la UCM ""por la crispación política"" @elmundoes. Libertad https://t.co/95rdxMM7FN",-1,tiebreak_rule
1.39e+18,"Escoltar ràdios i TV’s post huracà Monasterio a la Ser és curiós. Primer shok, després, ombliguisme coorporatiu, de postre: senyalar a la víctima amb una versió del conegut “es que si llevaba minifalda...algo buscaba”  Això d’@AntonioMaestre em sembla significatiu https://t.co/99G6dPOiJY",-1,tiebreak_rule
1.39e+18,"#Vigo estrena su primer banco LGTB, un homenaje a las víctimas del crimen de la calle Oporto - Metropolitano https://t.co/krz457ZPkW",1,tiebreak_rule
1.39e+18,"Desde @CiudadanosCs proponemos que el #DiaDeEuropa se declare un festivo nacional en toda España.  Un festivo para celebrar la unión, la libertad y la concordia junto al resto de europeos.  #MejorEuropa   https://t.co/ObQaw45BvZ",1,tiebreak_rule
1.38e+18,Acabo de tener una vomitona virtual al oír a @eduardoinda que @Tonicanto1 es el mejor parlamentario de España,-1,tiebreak_rule
1.39e+18,"Ante este conformismo cobarde del PP, decimos:  1️⃣ Fuera restricciones y toques de queda absurdos 2️⃣ Eliminar despilfarro político y bajar impuestos 3️⃣ Fuera okupación y mafias 4️⃣ Libertad en las aulas 5️⃣ Política Social: empleo  Madrid puede ser infinitamente mejor con @vox_es https://t.co/Rl3NWGWDUt",-1,tiebreak_rule
1.38e+18,Los barrios y pueblos de la Comunidad de Madrid deben dar la espalda a la resignación y movilizarse el 4 de mayo para demostrar que están con los servicios públicos y la justicia social. #QueHableLaMayoria4M https://t.co/0IjaD24ca7,1,tiebreak_rule
1.36e+18,"Mal perdre o preludi de noves eleccions?, per Roger Heredia https://t.co/cPO2xEMvuG",0,tiebreak_rule
1.36e+18,"Acabamos el día con votaciones en  la comisión @Congreso_Es trabajo, inclusión, seguridad social y migraciones | aprobando iniciativas, medidas para paliar los efectos del covid y permisos retribuidos @PSOELaRioja @gpscongreso #NadieSeQuedaAtrás @PSOE https://t.co/GLbD6DIf2Z",1,tiebreak_rule
1.41e+18,🔴🔴🔴 ÚLTIMA HORA || El PP que acercó entre 1996 y 2004 a 426 presos a Euskadi no asiste hoy por primera vez al homenaje a las víctimas del terrorismo por miedo a que VOX le quite un puñado de votos entre el electorado más salvaje y desinformado.  Este es el titular bueno.,-1,tiebreak_rule
1.41e+18,El PP está en lo uno y lo contrario. No importa cuando lo leas. https://t.co/8fvRiQmgRn,-1,tiebreak_rule
1.4e+18,Qué tal un auténtico plan que acabe con los hogares sin ningún tipo de ingreso y un Plan de Estatal de Trabajo al estilo Biden.  Si no arrancamos con los fondos europeos con medidas de activación de empleo será un terrible error. https://t.co/lCRadpQ611,-1,tiebreak_rule
1.4e+18,Nos vemos mañana...rindiendo cuentas de la actividad legislativa en las Cortes Generales! @gpscongreso #Burgos https://t.co/pbHtL69KoK,1,tiebreak_rule
1.41e+18,"Como se entere Pedro de que se “pueden” cambiar los nombres a los meses …. Abril, Mayo, junio, pedro, supersona, septiembre,jamás, noviembre… https://t.co/oXbJBgmETz",-1,tiebreak_rule
1.37e+18,Me gusta mucho esta noticia. Es algo que se viene reclamando desde hace  muchos años.  El Gobierno planea un vuelco para que el aprendizaje en la escuela sea menos memorístico via @el_pais https://t.co/B1jsG296r5,1,tiebreak_rule
1.38e+18,Mi padre con 77 esperando! ¿Y ya te quieres vacunar tú? Yo pensaba que los de izquierda erais algo solidarios. Algo. ¿No vendéis todo eso a diario? https://t.co/1Mtt6vGcPz,-1,tiebreak_rule
1.4e+18,"450 millones de euros al año de tus impuestos en manos de una persona que habla de “justicia feminista”. Si en casa sois 5 personas, estáis contribuyendo forzosamente con €50 para esta locura ⬇️ https://t.co/MHrEztaKmY",-1,tiebreak_rule
1.4e+18,"""Recuerden que los caciques no cambian la la historia  humana... lo más importante es la acumulación de una formidable fila india. Pero ello significa esfuerzo, tolerancia, comprensión, inteligencia y mucho compromiso"" https://t.co/2G7yNLZZ6b",-1,tiebreak_rule
1.41e+18,El departamento de Cultura y Deporte de la Diputación Foral de #Álava que dirige @AdelvalDFA publica una nueva edición de sus concursos literarios Ignacio Aldecoa y Ernestina de Champourcin. https://t.co/78KdzsJW5P https://t.co/NtpjXGD6in,0,tiebreak_rule
1.4e+18,@UrizIglesias Me lo leo Jose Luis.,0,tiebreak_rule
1.38e+18,"No puede haber una mejor noticia, @VirginiiiaTr. Enhorabuena por tantos meses de lucha contra la enfermedad: estamos deseando volverte a ver en tu casa. Eres una campeona por partida doble.   Gracias por tu mensaje de aliento, ""no dejéis de vivir"", que nos emociona a todos❤️💪🏻 https://t.co/i2PbNyMUlx",1,tiebreak_rule
1.4e+18,"No vamos a permitir que el Gobierno siga riéndose del sector turístico y ninguneándolo, han sido 15 meses muy duros para empresas, trabajadores y destinos. Las certezas, la movilidad, la vuelta de los turistas, no construye todo lo que hemos dejado atrás. https://t.co/VIOy4eItvt",-1,tiebreak_rule
1.4e+18,"La diferencia siempre la marca en el Barça... Corey Higgins.   Ganó quien menos falló en los últimos 3 minutos. #F4Glory   El Barcelona es el favorito para mi. Nunca desconectan del partido, el gran defecto de Efes.",1,tiebreak_rule
1.37e+18,Así se convirtió la bici en un símbolo de libertad para la mujer https://t.co/Yy06Krmnjv via @smoda,1,tiebreak_rule
1.38e+18,"#Zasca a los ""periolistillos""😉 https://t.co/WCv9z5uUmJ",-1,tiebreak_rule
1.38e+18,"@josevi_83 @Macarena_Olona Muchísimas felicidades, Josevi! Que pases un día maravilloso!",1,tiebreak_rule
1.36e+18,"Defender la democracia, recuperar la virtud   https://t.co/5aRmRjgVMB vía @el_pais",1,tiebreak_rule
1.41e+18,"¡Vamos, España!  ⚽️ 🇪🇸 #Euro2020 https://t.co/31oUBYv2LI",1,tiebreak_rule
1.4e+18,"✅Liderar la #InteligenciaArtificial para un futuro más sostenible, justo e inclusivo.  👉🏻Miramos hacia el futuro, con el compromiso de construir un país mejor @gpscongreso ❤️❤️ https://t.co/UwBaJycbOR",1,tiebreak_rule
1.4e+18,El @Congreso_Es ha aprobado hoy la proposición de reforma de nuestro reglamento para regular los grupos de interés.  Fortaleceremos la ética política haciendo público con quien nos reunimos y para qué. Una vida parlamentaria más transparente para reforzar la confianza ciudadana. https://t.co/7YODJPPuS5,1,tiebreak_rule
1.4e+18,Uno de cada seis peces que se venden en las pescaderías de España contiene microplásticos en su estómago. https://t.co/TBUQCl8yLt,0,tiebreak_rule
1.41e+18,"🇪🇸🇰🇷 Acto institucional con motivo de la visita de Estado del presidente de la República de #Corea, Moon Jae-in, esta tarde en el @Senadoesp.   Un honor recibir, junto a @pilar_llop, al presidente @moonriver365 en el Parlamento y hacerle entrega de la medalla del @Congreso_Es. https://t.co/GXudHrOoZg",1,tiebreak_rule
1.36e+18,380 días lleva Joaquín Beltrán enterrado bajo la basura del Vertedero de Zaldívar.  380 días en nuestro recuerdo.,-1,tiebreak_rule
1.37e+18,"El país funciona por quienes pagan religiosamente sus impuestos, no por quienes defraudan y se fugan del país, señora @carmencalvo_. https://t.co/pmC4JclA0z",-1,tiebreak_rule
1.36e+18,"Si a los hosteleros y comerciantes que no pueden trabajar encima les destrozan los negocios y no se les ayuda se les hunde, a ellos y a la imagen del destino, lo triste es que a los responsables del Gobierno, Generalitat y ayuntamiento les da igual, prefieren el rap malo.",-1,tiebreak_rule
1.4e+18,"Tenemos por delante un desafío de país. El #RetoDemográfico es un reto democrático: impulsar la igualdad de oportunidades y la cohesión en toda España. Y debemos afrontarlo desde lo colectivo. Este Gobierno no dejará a nadie atrás, tampoco a ningún territorio. #PueblosConFuturo https://t.co/NwnfSiqbDl",1,tiebreak_rule
1.41e+18,@lacelleradeter @parlamentcat @mhp_LauraBorras Gràcies a vosaltres i enhorabona per la iniciativa! 👏🏼👏🏼👏🏼👏🏼,1,tiebreak_rule
1.38e+18,"Repito, a la piedra.  Sin peros. https://t.co/LYryLV4Cqg",x,tiebreak_rule
1.41e+18,"@Accountable2019 @killRivers @Mgm171171 ¿Que dice? Que llega al mes de gobierno una pandemia y en vez de estar en eso, hay que estar en un cumplimiento de un plazo puesto en un contexto de no pandemia. Claro que si, que sanidad colapse y la gente se muera que lo importante es un plazo.",-1,tiebreak_rule
1.4e+18,El barranquismo como estrategia política.  Iván Redondo. https://t.co/U6uyQy3O8n,0,tiebreak_rule
1.36e+18,"La anormalidad democrática de España es que un defensor del comunismo, Pablo Iglesias, sea vicepresidente del Gobierno",-1,tiebreak_rule
1.384636530338173e+18,"Para que en #LoPaís entiendan su #AutoZasca, hay que darle las #MatemáticasParaProgres hechas: 

€140/día x 30 días/mes = €4.200. Más 21% de IVA, sale un coste de €5.082 / mes por Mena, más de lo que dice Vox. 

O sea, que Lo País comete un ‘delito de odio’ mayor que el de Vox https://t.co/HIJpP6GwRs",-1,annotator_2
1.411409155194245e+18,@educarazo @GuilleGarabito @fundacionggg @villalar2021 @raulhoz @PPValladolid @ALevySoler Un grande @GuilleGarabito 😎,1,annotator_2
1.372502379145347e+18,"@dlacalle @jmlopezzafra Amigos, desde el respeto y el cariño. No creáis todo lo que leéis y escucháis.

El centro pacta a derecha e izquierda. Que yo sepa no hay ningún pacto con un gobierno del PSOE y si muchos con el PP.

Un PP que en Murcia ha sido el primero en incumplir el pacto de gobierno.",-1,annotator_2
1.396109704414253e+18,"👉Exigimos desde el @GPPopular al Ministerio de Migraciones @joseluisescriva asuma sus competencias y dedique los recursos necesarios para atender a los migrantes en Ceuta, tras la última crisis

👉Hasta el momento solo el Gobierno de Ceuta lo está haciendo

¡Ya está bien!",-1,annotator_2
1.3968026292174438e+18,"Nos imponen compartir los recursos con los invasores, pero impiden que los recursos como el agua se pueda compartir de forma solidaria entre españoles. https://t.co/zy6Ae7jqV2",-1,annotator_2
1.3497279347312845e+18,"Mañana estará disponible el servicio ferroviario con el Talgo desde Badajoz a Madrid. Se recuperan los servicios que había antes de Filomena. Gracias a los que han puesto todo su esfuerzo para que fuera posible, en @Renfe y @Adif_es",1,annotator_2
1.407755347486511e+18,@athor_odin @MeerRocio Han aceptado otra propuesta diferente,0,annotator_2
1.365316192332841e+18,"Vetar no es dialogar.
Imponer no es acordar. 

Sencillo, ¿ no ?",-1,annotator_2
1.3649824208528998e+18,@J_O_W Lo es. Gracias!,1,annotator_2
1.3809217199054684e+18,"Mis declaraciones a @imas_tv sobre el ataque sufrido por @vox_es en #Vallecas esta semana.
#VoxÚtil #VoXExtremaNecesidad https://t.co/Xxe96As07f",0,annotator_2
1.4156121672320492e+18,"El endurecimiento de las medidas del bloqueo llevan a #Cuba a una situación insostenible.

Utzi Kuba bakean! Dejad a Cuba en paz. Blokeorik ez! Fin del embargo ya! ✊🇨🇺

#NoAlBloqueo #UnblockCuba #EuskalHerriaKubaElkartasuna https://t.co/7s2AHUy3fj",-1,annotator_2
1.3572694644887634e+18,"Hoy es el #40aniversarioAVT. 
Gracias por defender la memoria, dignidad, verdad y Justicia de las víctimas del terrorismo.
Gracias por dar atención psicológica a sus familias.
Gracias por investigar 300 asesinatos impunes.
Gracias por luchar por la libertad y por España. https://t.co/de3AsJ19CN",1,annotator_2
1.3880298068230554e+18,Plantas de Captura de CO2: La Agencia Internacional de la Energía (AIE) estima que la CCS podría contribuir con el 13% de la reducción de emisiones que se necesita de aquí a 2050 para que la Tierra no se caliente por encima de los dos grados. https://t.co/TEExSIZs6K,0,annotator_2
1.3974355013517765e+18,"@alfonsoeb Estuvimos juntos en ese concierto.  Descubrí a Silvio en 1998 pero sin duda ese concierto con Aute fue irrepetible. Un abrazo hermano. Pd. Ojalá es la canción, no hay más",1,annotator_2
1.3649189334810092e+18,"Nos ha dejado el compañero Jordi Parra de Alcoi. 
Militante incansable por hacer de este un mundo mejor. 
Todo mi cariño a sus familiares, amigos y a sus compañeros de @PodemAlcoi. 

Descanse en Paz. https://t.co/6K4hYCDakJ",1,annotator_2
1.4171026955345838e+18,"@AngelAguiloP També em sembla destacable que em diguis quines esperes més d'una representant política que un “Ok boomer”, com si el llenguatge que utilitza la gent jove no fos vàlid per a traslladar un missatge polític.",x,annotator_2
1.4089391562780713e+18,"“Convé dir les coses pel seu nom si no volem que el demà se'ns entortolligui  entre unes contradiccions que nosaltres mateixos afavorim o creem, per por d'una radicalitat sense la qual mai no tindrem un vida nacional de debò”, Manuel de Pedrolo",x,annotator_2
1.3743825256283464e+18,"Ha sido un placer compartir con @malasmadres los grandes retos que tiene España en materia de conciliación, corresponsabilidad y ayuda a las familias. Seguiremos trabajando a su lado por la igualdad real y para construir una sociedad mejor.

Muchas gracias por vuestra labor. https://t.co/F44XaG3iO6",1,annotator_2
1.364493485060092e+18,"🚨 El Gobierno aprobará en las próximas semanas un paquete adicional de 𝟭𝟭.𝟬𝟬𝟬𝗠 𝗱𝗲 𝗲𝘂𝗿𝗼𝘀 para empresas, pymes y trabajadores autónomos.
 
➡️ No solo queremos salvar empresas y empleos.
➡️ Queremos crear nuevas empresas y  nuevos empleos.
 
🌹 @sanchezcastejon https://t.co/QI3eqaWRzS",1,annotator_2
1.366780321090437e+18,"Hoy en Cuenca con el Presidente  @PP_CLM y la diputada @bealinuesa comprometidos con las necesidades de las #FCS y #funcionariosdeprisiones ,Cuenca es el enclave para situar infraestructuras de seguridad del Estado. Desde el PP apostamos por la ubicación en la España despoblada https://t.co/LGCNLRz4CV",1,annotator_2
1.3964671413989622e+18,@apoyo_liberal @Macarena_Olona @sanchezdelreal @Isabelperezmoi1 @rimbaudarth @lolagmnews @EmpresarioVox @nmichavila Aquí también lo clavó. Pero en la cruz 😂😂😂😂: https://t.co/1qYyxc4cIW,-1,annotator_2
1.3649167752389796e+18,"@GobiernoAlerta @abalosmeco @manueljabois Acabo de empezar a seguir a @manueljabois, me ha motivado @abalosmeco...",1,annotator_2
1.4145881177309594e+18,Adiós casi definitivo a la mina de uranio en #Salamanca Acertada decisión de @CSN_es sobre un proyecto muy alejado del modelo energético verde y sostenible que necesita #España https://t.co/U9PX7DsaFc,1,annotator_2
1.386329668484313e+18,"Avanza el despliegue de #EspañaDigital2025 

Manifestaciones interés propuestas digitalización #pymes y #autonomos a financiar con fondos europeos! ❤️❤️ https://t.co/qHBHc1RECj",1,annotator_2
1.4121805098374676e+18,"@MartaMonforteJ El dequeísmo en este caso no aplica.
La violencia de género es un concepto inventado sin base científica (ojo, el concepto. La violencia sí existe)
Vox está contra la homofobia, por eso es el partido q más defiende la igualdad.
Y ya te he enseñado bastante por hoy. Buenas noches.",-1,annotator_2
1.3549163449537782e+18,"La UE debe saber el plan que ha propuesto Sánchez para gestionar los 140.000 millones.
Queremos que en España se pueda hacer lo que en otros países europeos pero, en este caso, Sánchez ha demostrado una vez más que le importa el fin y no los medios, y ese medio ha sido Vox.",-1,annotator_2
